key;message_id;scope;source_type;source_locator;classification;active_in_app;source_hash;source_de;protected_tokens;notes;en;ro;el;es;fr
case.MET_LB_001_v1_3.short;msg_caf866b215046452;cases;case_library;cases[MET_LB_001_v1_3].short;translatable;True;caf866b2150464522997cf567f237c581c90a102fcf4fc61cde57444c00a01ef;Liquid Biopsy negativ bei Progress;;;;;;;
case.MET_LB_001_v1_3.story.histo.items.0.0;msg_7fc169f06873ceba;cases;case_library;cases[MET_LB_001_v1_3].story[2].items[0][0];review;True;7fc169f06873ceba7ca5bf86a05087116336ee3e7bc66cc4916df1e5d6f00cb6;Morphologie;;;;;;;
case.MET_LB_001_v1_3.story.histo.items.0.1;msg_425fead4712ffcc4;cases;case_library;cases[MET_LB_001_v1_3].story[2].items[0][1];translatable;True;425fead4712ffcc4a03bf5a533eba4c9c31877c8ee069abf450849e4765da8d7;Tumor-/Materialkontext ist plausibel, aber für die Kernentscheidung nicht ausreichend.;;;;;;;
case.MET_LB_001_v1_3.story.histo.items.1.0;msg_74b1a50150ddff14;cases;case_library;cases[MET_LB_001_v1_3].story[2].items[1][0];review;True;74b1a50150ddff145bdb540a419ddd857d118972167b2d052395b6c4b19cab09;Vor-IHC;IHC;;;;;;
case.MET_LB_001_v1_3.story.histo.items.1.1;msg_f4034f9e84610626;cases;case_library;cases[MET_LB_001_v1_3].story[2].items[1][1];translatable;True;f4034f9e8461062652ca5b93a0acba78ac46534fea7272368c90cdd6e1614ddc;Basisdiagnostik liegt vor bzw. ist nachzufordern, wenn sie für die Interpretation nötig ist.;;;;;;;
case.MET_LB_001_v1_3.story.histo.items.2.0;msg_a929ab329e9748a2;cases;case_library;cases[MET_LB_001_v1_3].story[2].items[2][0];translatable;True;a929ab329e9748a21c5e8b43a34f9f66bfef75fcf0a866af25a1af2c7c19d82f;Offene Frage;;;;;;;
case.MET_LB_001_v1_3.story.histo.items.2.1;msg_1c575b1092d319ac;cases;case_library;cases[MET_LB_001_v1_3].story[2].items[2][1];translatable;True;1c575b1092d319ace00655714e89756837672cb3d3ce34cbe5ce4f259f8e8174;Negativ ≠ sicher negativ;;;;;;;
case.MET_LB_001_v1_3.story.histo.items.3.0;msg_2e2011d96a411698;cases;case_library;cases[MET_LB_001_v1_3].story[2].items[3][0];review;True;2e2011d96a4116985c5cfb35df7d4f59083c21b70c8a5ac927e41a1f92f89329;Hinweis;;;;;;;
case.MET_LB_001_v1_3.story.histo.items.3.1;msg_976675096c8ac6c7;cases;case_library;cases[MET_LB_001_v1_3].story[2].items[3][1];translatable;True;976675096c8ac6c7b9b9eee170f0276898a4edf81147f3a6c36650f3fe770c73;Die Entscheidung soll nicht reflexartig, sondern methodisch begründet getroffen werden.;;;;;;;
case.MET_LB_001_v1_3.story.histo.title;msg_1fcced7889903bb0;cases;case_library;cases[MET_LB_001_v1_3].story[2].title;translatable;True;1fcced7889903bb07344b57eafd4797b7f21a64adc33706d223473d6ac8834eb;Histologie + Vorinformation;;;;;;;
case.MET_LB_001_v1_3.story.history.items.0.0;msg_3dc42aa6dc49261c;cases;case_library;cases[MET_LB_001_v1_3].story[1].items[0][0];translatable;True;3dc42aa6dc49261cd85b9f4c89f9a142789113dd9a920c9021f925ade6fdb42d;Klinischer Rahmen;;;;;;;
case.MET_LB_001_v1_3.story.history.items.0.1;msg_caf866b215046452;cases;case_library;cases[MET_LB_001_v1_3].story[1].items[0][1];translatable;True;caf866b2150464522997cf567f237c581c90a102fcf4fc61cde57444c00a01ef;Liquid Biopsy negativ bei Progress;;;;;;;
case.MET_LB_001_v1_3.story.history.items.1.0;msg_bc3d36ad82fad076;cases;case_library;cases[MET_LB_001_v1_3].story[1].items[1][0];review;True;bc3d36ad82fad076be38f31e02cd8f03bef04f09f0dea693b65f8e817aed0d3a;Entscheidungsdruck;;;;;;;
case.MET_LB_001_v1_3.story.history.items.1.1;msg_4af76c4cce16dc47;cases;case_library;cases[MET_LB_001_v1_3].story[1].items[1][1];translatable;True;4af76c4cce16dc47faa88ec1113a5738b85d77c5983fd4283b0eca68b39ae8e6;Der Fall soll in einem Tumorboard oder einer fallbezogenen Besprechung eingeordnet werden.;;;;;;;
case.MET_LB_001_v1_3.story.history.items.2.0;msg_a8324944e0eabd62;cases;case_library;cases[MET_LB_001_v1_3].story[1].items[2][0];translatable;True;a8324944e0eabd62a429fa762503af79685647c64cb96e1cc5eee7b94014e02e;Didaktische Falle;;;;;;;
case.MET_LB_001_v1_3.story.history.items.2.1;msg_5e191a8ef78f0fd0;cases;case_library;cases[MET_LB_001_v1_3].story[1].items[2][1];translatable;True;5e191a8ef78f0fd08d57f896a43fec2f8ac3bdc61ab05373eecac8d27a09148a;Ein Einzelmarker oder eine Einzelmethode kann die Kernentscheidung häufig nicht ausreichend beantworten.;;;;;;;
case.MET_LB_001_v1_3.story.history.items.3.0;msg_f487ce3960189b78;cases;case_library;cases[MET_LB_001_v1_3].story[1].items[3][0];review;True;f487ce3960189b78918da7991c10aa74a9fc8922046c0ebdb978772c61734bbb;Ziel;;;;;;;
case.MET_LB_001_v1_3.story.history.items.3.1;msg_8002037cd369f870;cases;case_library;cases[MET_LB_001_v1_3].story[1].items[3][1];translatable;True;8002037cd369f870f84aa50ae8ba70f2bcac660a9d97b2c880f8d70621c2ca6e;Aus Morphologie, Material, Methode und Biologie eine belastbare Empfehlung ableiten.;;;;;;;
case.MET_LB_001_v1_3.story.history.title;msg_719a91830c6cc3c4;cases;case_library;cases[MET_LB_001_v1_3].story[1].title;translatable;True;719a91830c6cc3c410b7ad6dd18d5a86ada4f59cd8b529464b7815b8d54fdc88;Anamnese und klinischer Kontext;;;;;;;
case.MET_LB_001_v1_3.story.intake.items.0.0;msg_b2e0887b2ff17914;cases;case_library;cases[MET_LB_001_v1_3].story[0].items[0][0];review;True;b2e0887b2ff179149f09a18d2b827b08fdd09358ceda91a02d5740661832bcfb;Fall-ID;;;;;;;
case.MET_LB_001_v1_3.story.intake.items.0.1;msg_e92d99916ca68c2c;cases;case_library;cases[MET_LB_001_v1_3].story[0].items[0][1];protected;True;e92d99916ca68c2c89d53fed839972ad0658f230114544a13f85c2bdaab59281;MET_LB_001;MET | MET_LB_001;;;;;;
case.MET_LB_001_v1_3.story.intake.items.1.0;msg_66212d5a6f06e605;cases;case_library;cases[MET_LB_001_v1_3].story[0].items[1][0];review;True;66212d5a6f06e60526c250bdadee5eadfd199ef5ecb89beeb7b3950a1837c52d;Einsender;;;;;;;
case.MET_LB_001_v1_3.story.intake.items.1.1;msg_a77c03098f1eff79;cases;case_library;cases[MET_LB_001_v1_3].story[0].items[1][1];translatable;True;a77c03098f1eff799c344fe1af45bf477464c078db5f0807eca26a0ff4e1fd6d;Onkologie / Pathologie / Molekulares Tumorboard;;;;;;;
case.MET_LB_001_v1_3.story.intake.items.2.0;msg_5b290eeb5feb5cc7;cases;case_library;cases[MET_LB_001_v1_3].story[0].items[2][0];translatable;True;5b290eeb5feb5cc73f6be33e3ce54e5d244759496976e44945c77f163860e830;Klinische Frage;;;;;;;
case.MET_LB_001_v1_3.story.intake.items.2.1;msg_1c575b1092d319ac;cases;case_library;cases[MET_LB_001_v1_3].story[0].items[2][1];translatable;True;1c575b1092d319ace00655714e89756837672cb3d3ce34cbe5ce4f259f8e8174;Negativ ≠ sicher negativ;;;;;;;
case.MET_LB_001_v1_3.story.intake.items.3.0;msg_1076e1c5f9fe262a;cases;case_library;cases[MET_LB_001_v1_3].story[0].items[3][0];translatable;True;1076e1c5f9fe262ad70cb874420c9aabef4150027f8a8d2dbab0f6837187759d;Quelle / Kapitelbasis;;;;;;;
case.MET_LB_001_v1_3.story.intake.items.3.1;msg_3fc2eb9d4f96c2e7;cases;case_library;cases[MET_LB_001_v1_3].story[0].items[3][1];translatable;True;3fc2eb9d4f96c2e7d3a8c939cdaa9debe1102e9419c50a289b78e75c9cd6e037;"Bioanalytik Liquid Biopsy; Tumorbiologie Heterogenität";;;;;;;
case.MET_LB_001_v1_3.story.intake.title;msg_5cc99e9eea1689e7;cases;case_library;cases[MET_LB_001_v1_3].story[0].title;translatable;True;5cc99e9eea1689e796a87c61198db539a6b805799d45b9a6799085a618b9858b;Initialer Auftrag;;;;;;;
case.MET_LB_001_v1_3.story.material.items.0.0;msg_616cb218a65b982f;cases;case_library;cases[MET_LB_001_v1_3].story[3].items[0][0];review;True;616cb218a65b982f61fd738e24ebe00d5a2ae039c0d386fed975a51d51b772f8;Material;;;Material;Material;Υλικό;Material;Matériel
case.MET_LB_001_v1_3.story.material.items.0.1;msg_378b503ef8efe345;cases;case_library;cases[MET_LB_001_v1_3].story[3].items[0][1];translatable;True;378b503ef8efe345f7e4db44c0568c657415a5bc0473f514277852c7306065e8;FFPE-Gewebe bzw. fallabhängiges Routine-/Progressionsmaterial.;FFPE;;;;;;
case.MET_LB_001_v1_3.story.material.items.1.0;msg_15985cad443d24bb;cases;case_library;cases[MET_LB_001_v1_3].story[3].items[1][0];review;True;15985cad443d24bb3d822edf69cfd9647837ebcaaa2b3579a884d0944198ae11;Tumoranteil;;;;;;;
case.MET_LB_001_v1_3.story.material.items.1.1;msg_1bc3def7709bbb5f;cases;case_library;cases[MET_LB_001_v1_3].story[3].items[1][1];translatable;True;1bc3def7709bbb5f6d35aaf236263146e509af8b0f4e1eeaa25105af9c546ea5;ausreichend bis grenzwertig, abhängig von gewählter Methode.;;;;;;;
case.MET_LB_001_v1_3.story.material.items.2.0;msg_662ef4388489bdd7;cases;case_library;cases[MET_LB_001_v1_3].story[3].items[2][0];review;True;662ef4388489bdd7422daee0f9a4c4b9415a98b09c0045b97bb439c56829379c;Schnittbudget;;;;;;;
case.MET_LB_001_v1_3.story.material.items.2.1;msg_bfc2f6425be0c1da;cases;case_library;cases[MET_LB_001_v1_3].story[3].items[2][1];translatable;True;bfc2f6425be0c1da5b162ee9566a9252e6ae6fdce31e868d77c4458b9e5e4443;"didaktisch begrenzt; unnötige Zusatztests kosten Material und TAT.";TAT;;;;;;
case.MET_LB_001_v1_3.story.material.items.3.0;msg_4e8196d1b0ff2637;cases;case_library;cases[MET_LB_001_v1_3].story[3].items[3][0];translatable;True;4e8196d1b0ff263794066600f2c55d0a48a202dbe4d3e79fa0296a4a6b455cc2;Präanalytik;;;;;;;
case.MET_LB_001_v1_3.story.material.items.3.1;msg_0a3142648b175dd7;cases;case_library;cases[MET_LB_001_v1_3].story[3].items[3][1];translatable;True;0a3142648b175dd7be3d7aaeee36dd2f05d9a0787d7ea046a94622569c1c6ed8;Materialqualität, Aussagegrenzen und Nachforderung aktiv berücksichtigen.;;;;;;;
case.MET_LB_001_v1_3.story.material.title;msg_495dbdc7f86d5490;cases;case_library;cases[MET_LB_001_v1_3].story[3].title;translatable;True;495dbdc7f86d54900e3bd2d42c2b2f121271216c367a51d996f2f2576dd15791;Materialprüfung;;;;;;;
case.MET_LB_001_v1_3.title;msg_890bc1594c07b221;cases;case_library;cases[MET_LB_001_v1_3].title;translatable;True;890bc1594c07b2217ac7703cb2f32862c100eff93f9a7cdd391273ad879daaed;Liquid Biopsy negativ bei Progress → Negativ ≠ sicher negativ;;;;;;;
case.MET_METH_001_v1_3.short;msg_095dd313b445a720;cases;case_library;cases[MET_METH_001_v1_3].short;translatable;True;095dd313b445a720ff187777831405ab2cc4c46a4d6cf05bb908f2834430ea6e;Bisulfit-PCR vs. Methylierungsarra…;PCR;;;;;;
case.MET_METH_001_v1_3.story.histo.items.0.0;msg_7fc169f06873ceba;cases;case_library;cases[MET_METH_001_v1_3].story[2].items[0][0];review;True;7fc169f06873ceba7ca5bf86a05087116336ee3e7bc66cc4916df1e5d6f00cb6;Morphologie;;;;;;;
case.MET_METH_001_v1_3.story.histo.items.0.1;msg_425fead4712ffcc4;cases;case_library;cases[MET_METH_001_v1_3].story[2].items[0][1];translatable;True;425fead4712ffcc4a03bf5a533eba4c9c31877c8ee069abf450849e4765da8d7;Tumor-/Materialkontext ist plausibel, aber für die Kernentscheidung nicht ausreichend.;;;;;;;
case.MET_METH_001_v1_3.story.histo.items.1.0;msg_74b1a50150ddff14;cases;case_library;cases[MET_METH_001_v1_3].story[2].items[1][0];review;True;74b1a50150ddff145bdb540a419ddd857d118972167b2d052395b6c4b19cab09;Vor-IHC;IHC;;;;;;
case.MET_METH_001_v1_3.story.histo.items.1.1;msg_f4034f9e84610626;cases;case_library;cases[MET_METH_001_v1_3].story[2].items[1][1];translatable;True;f4034f9e8461062652ca5b93a0acba78ac46534fea7272368c90cdd6e1614ddc;Basisdiagnostik liegt vor bzw. ist nachzufordern, wenn sie für die Interpretation nötig ist.;;;;;;;
case.MET_METH_001_v1_3.story.histo.items.2.0;msg_a929ab329e9748a2;cases;case_library;cases[MET_METH_001_v1_3].story[2].items[2][0];translatable;True;a929ab329e9748a21c5e8b43a34f9f66bfef75fcf0a866af25a1af2c7c19d82f;Offene Frage;;;;;;;
case.MET_METH_001_v1_3.story.histo.items.2.1;msg_6a44638748376d97;cases;case_library;cases[MET_METH_001_v1_3].story[2].items[2][1];translatable;True;6a44638748376d975d15e1fa653ebdf74b84cde31a3b6b9642d52ce44cd71579;Lokaler Marker vs. globale Klassifikation;;;;;;;
case.MET_METH_001_v1_3.story.histo.items.3.0;msg_2e2011d96a411698;cases;case_library;cases[MET_METH_001_v1_3].story[2].items[3][0];review;True;2e2011d96a4116985c5cfb35df7d4f59083c21b70c8a5ac927e41a1f92f89329;Hinweis;;;;;;;
case.MET_METH_001_v1_3.story.histo.items.3.1;msg_976675096c8ac6c7;cases;case_library;cases[MET_METH_001_v1_3].story[2].items[3][1];translatable;True;976675096c8ac6c7b9b9eee170f0276898a4edf81147f3a6c36650f3fe770c73;Die Entscheidung soll nicht reflexartig, sondern methodisch begründet getroffen werden.;;;;;;;
case.MET_METH_001_v1_3.story.histo.title;msg_1fcced7889903bb0;cases;case_library;cases[MET_METH_001_v1_3].story[2].title;translatable;True;1fcced7889903bb07344b57eafd4797b7f21a64adc33706d223473d6ac8834eb;Histologie + Vorinformation;;;;;;;
case.MET_METH_001_v1_3.story.history.items.0.0;msg_3dc42aa6dc49261c;cases;case_library;cases[MET_METH_001_v1_3].story[1].items[0][0];translatable;True;3dc42aa6dc49261cd85b9f4c89f9a142789113dd9a920c9021f925ade6fdb42d;Klinischer Rahmen;;;;;;;
case.MET_METH_001_v1_3.story.history.items.0.1;msg_b724eba4caa52dda;cases;case_library;cases[MET_METH_001_v1_3].story[1].items[0][1];translatable;True;b724eba4caa52dda0af348330753c00e6e3ee92f410d1ff3037b8dfc3cfb4551;Bisulfit-PCR vs. Methylierungsarray;PCR;;;;;;
case.MET_METH_001_v1_3.story.history.items.1.0;msg_bc3d36ad82fad076;cases;case_library;cases[MET_METH_001_v1_3].story[1].items[1][0];review;True;bc3d36ad82fad076be38f31e02cd8f03bef04f09f0dea693b65f8e817aed0d3a;Entscheidungsdruck;;;;;;;
case.MET_METH_001_v1_3.story.history.items.1.1;msg_4af76c4cce16dc47;cases;case_library;cases[MET_METH_001_v1_3].story[1].items[1][1];translatable;True;4af76c4cce16dc47faa88ec1113a5738b85d77c5983fd4283b0eca68b39ae8e6;Der Fall soll in einem Tumorboard oder einer fallbezogenen Besprechung eingeordnet werden.;;;;;;;
case.MET_METH_001_v1_3.story.history.items.2.0;msg_a8324944e0eabd62;cases;case_library;cases[MET_METH_001_v1_3].story[1].items[2][0];translatable;True;a8324944e0eabd62a429fa762503af79685647c64cb96e1cc5eee7b94014e02e;Didaktische Falle;;;;;;;
case.MET_METH_001_v1_3.story.history.items.2.1;msg_5e191a8ef78f0fd0;cases;case_library;cases[MET_METH_001_v1_3].story[1].items[2][1];translatable;True;5e191a8ef78f0fd08d57f896a43fec2f8ac3bdc61ab05373eecac8d27a09148a;Ein Einzelmarker oder eine Einzelmethode kann die Kernentscheidung häufig nicht ausreichend beantworten.;;;;;;;
case.MET_METH_001_v1_3.story.history.items.3.0;msg_f487ce3960189b78;cases;case_library;cases[MET_METH_001_v1_3].story[1].items[3][0];review;True;f487ce3960189b78918da7991c10aa74a9fc8922046c0ebdb978772c61734bbb;Ziel;;;;;;;
case.MET_METH_001_v1_3.story.history.items.3.1;msg_8002037cd369f870;cases;case_library;cases[MET_METH_001_v1_3].story[1].items[3][1];translatable;True;8002037cd369f870f84aa50ae8ba70f2bcac660a9d97b2c880f8d70621c2ca6e;Aus Morphologie, Material, Methode und Biologie eine belastbare Empfehlung ableiten.;;;;;;;
case.MET_METH_001_v1_3.story.history.title;msg_719a91830c6cc3c4;cases;case_library;cases[MET_METH_001_v1_3].story[1].title;translatable;True;719a91830c6cc3c410b7ad6dd18d5a86ada4f59cd8b529464b7815b8d54fdc88;Anamnese und klinischer Kontext;;;;;;;
case.MET_METH_001_v1_3.story.intake.items.0.0;msg_b2e0887b2ff17914;cases;case_library;cases[MET_METH_001_v1_3].story[0].items[0][0];review;True;b2e0887b2ff179149f09a18d2b827b08fdd09358ceda91a02d5740661832bcfb;Fall-ID;;;;;;;
case.MET_METH_001_v1_3.story.intake.items.0.1;msg_f79070988a3e5a78;cases;case_library;cases[MET_METH_001_v1_3].story[0].items[0][1];protected;True;f79070988a3e5a78af0065f4c7705b4dddab571e9e0c78ac82a495084beaecc7;MET_METH_001;MET | MET_METH_001;;;;;;
case.MET_METH_001_v1_3.story.intake.items.1.0;msg_66212d5a6f06e605;cases;case_library;cases[MET_METH_001_v1_3].story[0].items[1][0];review;True;66212d5a6f06e60526c250bdadee5eadfd199ef5ecb89beeb7b3950a1837c52d;Einsender;;;;;;;
case.MET_METH_001_v1_3.story.intake.items.1.1;msg_a77c03098f1eff79;cases;case_library;cases[MET_METH_001_v1_3].story[0].items[1][1];translatable;True;a77c03098f1eff799c344fe1af45bf477464c078db5f0807eca26a0ff4e1fd6d;Onkologie / Pathologie / Molekulares Tumorboard;;;;;;;
case.MET_METH_001_v1_3.story.intake.items.2.0;msg_5b290eeb5feb5cc7;cases;case_library;cases[MET_METH_001_v1_3].story[0].items[2][0];translatable;True;5b290eeb5feb5cc73f6be33e3ce54e5d244759496976e44945c77f163860e830;Klinische Frage;;;;;;;
case.MET_METH_001_v1_3.story.intake.items.2.1;msg_6a44638748376d97;cases;case_library;cases[MET_METH_001_v1_3].story[0].items[2][1];translatable;True;6a44638748376d975d15e1fa653ebdf74b84cde31a3b6b9642d52ce44cd71579;Lokaler Marker vs. globale Klassifikation;;;;;;;
case.MET_METH_001_v1_3.story.intake.items.3.0;msg_1076e1c5f9fe262a;cases;case_library;cases[MET_METH_001_v1_3].story[0].items[3][0];translatable;True;1076e1c5f9fe262ad70cb874420c9aabef4150027f8a8d2dbab0f6837187759d;Quelle / Kapitelbasis;;;;;;;
case.MET_METH_001_v1_3.story.intake.items.3.1;msg_f1e69447bdc37577;cases;case_library;cases[MET_METH_001_v1_3].story[0].items[3][1];translatable;True;f1e69447bdc37577d9e2d939a59aeaa518e6806b10740bc9b08321fb242f5709;Bioanalytik Epigenetik;;;;;;;
case.MET_METH_001_v1_3.story.intake.title;msg_5cc99e9eea1689e7;cases;case_library;cases[MET_METH_001_v1_3].story[0].title;translatable;True;5cc99e9eea1689e796a87c61198db539a6b805799d45b9a6799085a618b9858b;Initialer Auftrag;;;;;;;
case.MET_METH_001_v1_3.story.material.items.0.0;msg_616cb218a65b982f;cases;case_library;cases[MET_METH_001_v1_3].story[3].items[0][0];review;True;616cb218a65b982f61fd738e24ebe00d5a2ae039c0d386fed975a51d51b772f8;Material;;;Material;Material;Υλικό;Material;Matériel
case.MET_METH_001_v1_3.story.material.items.0.1;msg_378b503ef8efe345;cases;case_library;cases[MET_METH_001_v1_3].story[3].items[0][1];translatable;True;378b503ef8efe345f7e4db44c0568c657415a5bc0473f514277852c7306065e8;FFPE-Gewebe bzw. fallabhängiges Routine-/Progressionsmaterial.;FFPE;;;;;;
case.MET_METH_001_v1_3.story.material.items.1.0;msg_15985cad443d24bb;cases;case_library;cases[MET_METH_001_v1_3].story[3].items[1][0];review;True;15985cad443d24bb3d822edf69cfd9647837ebcaaa2b3579a884d0944198ae11;Tumoranteil;;;;;;;
case.MET_METH_001_v1_3.story.material.items.1.1;msg_1bc3def7709bbb5f;cases;case_library;cases[MET_METH_001_v1_3].story[3].items[1][1];translatable;True;1bc3def7709bbb5f6d35aaf236263146e509af8b0f4e1eeaa25105af9c546ea5;ausreichend bis grenzwertig, abhängig von gewählter Methode.;;;;;;;
case.MET_METH_001_v1_3.story.material.items.2.0;msg_662ef4388489bdd7;cases;case_library;cases[MET_METH_001_v1_3].story[3].items[2][0];review;True;662ef4388489bdd7422daee0f9a4c4b9415a98b09c0045b97bb439c56829379c;Schnittbudget;;;;;;;
case.MET_METH_001_v1_3.story.material.items.2.1;msg_bfc2f6425be0c1da;cases;case_library;cases[MET_METH_001_v1_3].story[3].items[2][1];translatable;True;bfc2f6425be0c1da5b162ee9566a9252e6ae6fdce31e868d77c4458b9e5e4443;"didaktisch begrenzt; unnötige Zusatztests kosten Material und TAT.";TAT;;;;;;
case.MET_METH_001_v1_3.story.material.items.3.0;msg_4e8196d1b0ff2637;cases;case_library;cases[MET_METH_001_v1_3].story[3].items[3][0];translatable;True;4e8196d1b0ff263794066600f2c55d0a48a202dbe4d3e79fa0296a4a6b455cc2;Präanalytik;;;;;;;
case.MET_METH_001_v1_3.story.material.items.3.1;msg_0a3142648b175dd7;cases;case_library;cases[MET_METH_001_v1_3].story[3].items[3][1];translatable;True;0a3142648b175dd7be3d7aaeee36dd2f05d9a0787d7ea046a94622569c1c6ed8;Materialqualität, Aussagegrenzen und Nachforderung aktiv berücksichtigen.;;;;;;;
case.MET_METH_001_v1_3.story.material.title;msg_495dbdc7f86d5490;cases;case_library;cases[MET_METH_001_v1_3].story[3].title;translatable;True;495dbdc7f86d54900e3bd2d42c2b2f121271216c367a51d996f2f2576dd15791;Materialprüfung;;;;;;;
case.MET_METH_001_v1_3.title;msg_d1f57cdb69360ca9;cases;case_library;cases[MET_METH_001_v1_3].title;translatable;True;d1f57cdb69360ca9b19d7ef3c9499e4c3bc66516c2e9274e90edd79cd337d05f;Bisulfit-PCR vs. Methylierungsarray → Lokaler Marker vs. globale Klassifikation;PCR;;;;;;
case.MET_MULTI_001_v1_3.short;msg_5a8d146089308d84;cases;case_library;cases[MET_MULTI_001_v1_3].short;translatable;True;5a8d146089308d8477e9cc369c9f2d6c5834486c0eed531a1d9e9db28dae2a0b;Multiomics-Bericht: viel Informati…;;;;;;;
case.MET_MULTI_001_v1_3.story.histo.items.0.0;msg_7fc169f06873ceba;cases;case_library;cases[MET_MULTI_001_v1_3].story[2].items[0][0];review;True;7fc169f06873ceba7ca5bf86a05087116336ee3e7bc66cc4916df1e5d6f00cb6;Morphologie;;;;;;;
case.MET_MULTI_001_v1_3.story.histo.items.0.1;msg_425fead4712ffcc4;cases;case_library;cases[MET_MULTI_001_v1_3].story[2].items[0][1];translatable;True;425fead4712ffcc4a03bf5a533eba4c9c31877c8ee069abf450849e4765da8d7;Tumor-/Materialkontext ist plausibel, aber für die Kernentscheidung nicht ausreichend.;;;;;;;
case.MET_MULTI_001_v1_3.story.histo.items.1.0;msg_74b1a50150ddff14;cases;case_library;cases[MET_MULTI_001_v1_3].story[2].items[1][0];review;True;74b1a50150ddff145bdb540a419ddd857d118972167b2d052395b6c4b19cab09;Vor-IHC;IHC;;;;;;
case.MET_MULTI_001_v1_3.story.histo.items.1.1;msg_f4034f9e84610626;cases;case_library;cases[MET_MULTI_001_v1_3].story[2].items[1][1];translatable;True;f4034f9e8461062652ca5b93a0acba78ac46534fea7272368c90cdd6e1614ddc;Basisdiagnostik liegt vor bzw. ist nachzufordern, wenn sie für die Interpretation nötig ist.;;;;;;;
case.MET_MULTI_001_v1_3.story.histo.items.2.0;msg_a929ab329e9748a2;cases;case_library;cases[MET_MULTI_001_v1_3].story[2].items[2][0];translatable;True;a929ab329e9748a21c5e8b43a34f9f66bfef75fcf0a866af25a1af2c7c19d82f;Offene Frage;;;;;;;
case.MET_MULTI_001_v1_3.story.histo.items.2.1;msg_3a3fb56d565d755c;cases;case_library;cases[MET_MULTI_001_v1_3].story[2].items[2][1];translatable;True;3a3fb56d565d755c5669a7a8d87a44cddf6ff26b3dc5bc566f486b5335628483;Kernaussage fürs Tumorboard extrahieren;;;;;;;
case.MET_MULTI_001_v1_3.story.histo.items.3.0;msg_2e2011d96a411698;cases;case_library;cases[MET_MULTI_001_v1_3].story[2].items[3][0];review;True;2e2011d96a4116985c5cfb35df7d4f59083c21b70c8a5ac927e41a1f92f89329;Hinweis;;;;;;;
